{'academic_degree': 'Доктор наук', 'address': 'Аллея Плетешковская 439', 'age': 18, 'passport_number': 102808, 'snils': '00060862696', 'telephone': '+7-(968)-542-59-85', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 87, 'worldview': 'Пантеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Грайвороново 90а 1392', 'age': 58, 'passport_number': 730225, 'snils': '35866446835', 'telephone': '+7-(999)-468-18-36', 'university': 'СПбГУ', 'weight': 43, 'worldview': 'Католицизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Оленая 935', 'age': 58, 'passport_number': 619291, 'snils': '26524690588', 'telephone': '+7-(968)-126-66-97', 'university': 'Бауманское МГТУ', 'weight': 69, 'worldview': 'Иудаизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Карамышевская 320', 'age': 58, 'passport_number': 888369, 'snils': '22936196592', 'telephone': '+7-(928)-157-19-99', 'university': 'Филиал Российской правовой академии', 'weight': 87, 'worldview': 'Пантеизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Луков 474', 'age': 58, 'passport_number': 638300, 'snils': '57243468709', 'telephone': '+7-(931)-078-15-13', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 78, 'worldview': 'Деизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Верещагина 1040', 'age': 58, 'passport_number': 363422, 'snils': '79740526549', 'telephone': '+7-(912)-286-53-64', 'university': 'Новосибирский технический госуниверситет', 'weight': 56, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Костомаровская 421', 'age': 58, 'passport_number': 918100, 'snils': '65097432717', 'telephone': '+7-(999)-053-18-01', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 44, 'worldview': 'Буддизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Воротниковская 1230', 'age': 58, 'passport_number': 330094, 'snils': '17508498401', 'telephone': '+7-(927)-830-17-68', 'university': 'Бауманское МГТУ', 'weight': 68, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Колымажная 1306', 'age': 59, 'passport_number': 138548, 'snils': '03868326590', 'telephone': '+7-(967)-364-30-30', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 62, 'worldview': 'Буддизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Парковая 10-я 1172', 'age': 59, 'passport_number': 896384, 'snils': '40760093457', 'telephone': '+7-(931)-572-49-37', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 61, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Измайловский Вал 1093', 'age': 59, 'passport_number': 988560, 'snils': '44974049425', 'telephone': '+7-(937)-206-29-24', 'university': 'Томский национальный исследовательский политех', 'weight': 59, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Мещерская 826', 'age': 59, 'passport_number': 834529, 'snils': '49361111886', 'telephone': '+7-(947)-275-65-31', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 46, 'worldview': 'Католицизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Черноморская 1027', 'age': 59, 'passport_number': 565251, 'snils': '18269446713', 'telephone': '+7-(968)-162-62-24', 'university': 'Филиал Российской правовой академии', 'weight': 65, 'worldview': 'Католицизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Левобережная 244', 'age': 59, 'passport_number': 810878, 'snils': '05658135579', 'telephone': '+7-(951)-787-33-73', 'university': 'МФТИ', 'weight': 86, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Энтузиастов 2-я 1128', 'age': 59, 'passport_number': 239673, 'snils': '53507687706', 'telephone': '+7-(968)-481-22-20', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 69, 'worldview': 'Деизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Щепкина 566', 'age': 59, 'passport_number': 810470, 'snils': '40518620652', 'telephone': '+7-(961)-450-37-16', 'university': 'МГУ им. Ломоносова', 'weight': 87, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Старомарьинское 168', 'age': 59, 'passport_number': 974742, 'snils': '24648591508', 'telephone': '+7-(909)-471-59-79', 'university': 'МГУ им. Ломоносова', 'weight': 63, 'worldview': 'Деизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Хуторская 1-я 1314', 'age': 59, 'passport_number': 418292, 'snils': '83566820437', 'telephone': '+7-(933)-315-34-68', 'university': 'Новосибирский технический госуниверситет', 'weight': 67, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Константина Царева 728', 'age': 59, 'passport_number': 806035, 'snils': '64323573484', 'telephone': '+7-(963)-139-79-48', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 83, 'worldview': 'Буддизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Лесной 1187', 'age': 59, 'passport_number': 604278, 'snils': '51922037767', 'telephone': '+7-(913)-331-11-74', 'university': 'САУ им. С.П. Королева', 'weight': 74, 'worldview': 'Атеизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Мартыновская 459', 'age': 59, 'passport_number': 714909, 'snils': '89433374448', 'telephone': '+7-(909)-035-05-72', 'university': 'Бауманское МГТУ', 'weight': 53, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Сущевская 1226', 'age': 59, 'passport_number': 917559, 'snils': '72170363871', 'telephone': '+7-(939)-228-22-42', 'university': 'СПбГУ', 'weight': 56, 'worldview': 'Агностицизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Весенняя 457', 'age': 59, 'passport_number': 225858, 'snils': '91304444065', 'telephone': '+7-(929)-583-26-52', 'university': 'Санкт-Петербургский государственный политехнический университет', 'weight': 89, 'worldview': 'Атеизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Измайловская Пасека 900', 'age': 59, 'passport_number': 776373, 'snils': '65128667108', 'telephone': '+7-(929)-089-37-20', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 45, 'worldview': 'Пантеизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Приютская 1336', 'age': 59, 'passport_number': 400669, 'snils': '23330676138', 'telephone': '+7-(909)-027-53-44', 'university': 'Филиал Российской академии правосудия', 'weight': 86, 'worldview': 'Католицизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Бронницкая 1230', 'age': 59, 'passport_number': 903721, 'snils': '11397511556', 'telephone': '+7-(925)-238-93-47', 'university': 'Филиал Российской академии правосудия', 'weight': 57, 'worldview': 'Деизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Черкизовская 3-я 524', 'age': 59, 'passport_number': 624339, 'snils': '27646400590', 'telephone': '+7-(961)-330-40-56', 'university': 'Университет аэрокосмического приборостроения', 'weight': 68, 'worldview': 'Деизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Журавлева 696', 'age': 59, 'passport_number': 724888, 'snils': '51629676916', 'telephone': '+7-(999)-244-38-38', 'university': 'Госуниверситет гражданской авиации', 'weight': 74, 'worldview': 'Пантеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Таллинская 100', 'age': 59, 'passport_number': 963043, 'snils': '32800344838', 'telephone': '+7-(969)-691-70-91', 'university': 'Московский авиационный институт', 'weight': 47, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Зюзинская 681', 'age': 59, 'passport_number': 644774, 'snils': '62942938834', 'telephone': '+7-(983)-073-72-38', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 48, 'worldview': 'Пантеизм'}
